Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD
06-May-2019,"1,193.460000",+3.910000,+0.328696%,"1,172.000000","1,171.155000","1,195.430000","1,588,684","1,885,887,627.381500"
07-May-2019,"1,178.860000",-14.600000,-1.223334%,"1,185.810000","1,165.000000","1,194.770000","1,830,238","2,155,246,387.663300"
08-May-2019,"1,170.780000",-8.080000,-0.685408%,"1,177.290000","1,167.630000","1,184.270000","1,276,022","1,501,250,172.669100"
09-May-2019,"1,167.970000",-2.810000,-0.240011%,"1,162.600000","1,154.640000","1,174.070000","1,477,752","1,719,943,942.992600"
10-May-2019,"1,167.640000",-0.330000,-0.028254%,"1,168.840000","1,146.370000","1,176.280000","1,582,460","1,836,135,456.362500"
13-May-2019,"1,136.590000",-31.050000,-2.659210%,"1,145.240000","1,125.500000","1,151.970000","2,281,686","2,592,085,733.926300"
14-May-2019,"1,124.860000",-11.730000,-1.032034%,"1,142.320000","1,123.530000","1,144.865000","2,019,550","2,286,738,522.937800"
15-May-2019,"1,170.800000",+45.940000,+4.084064%,"1,122.550000","1,121.400000","1,178.300000","2,965,117","3,437,559,410.090400"
16-May-2019,"1,184.500000",+13.700000,+1.170140%,"1,171.840000","1,168.450000","1,194.160000","1,765,388","2,093,478,985.645500"
17-May-2019,"1,168.780000",-15.720000,-1.327142%,"1,175.830000","1,166.420000","1,186.290000","1,268,050","1,489,780,284.503800"
20-May-2019,"1,144.660000",-24.120000,-2.063690%,"1,153.000000","1,138.135000","1,153.000000","1,530,126","1,753,112,945.523300"
21-May-2019,"1,154.440000",+9.780000,+0.854402%,"1,154.480000","1,143.310000","1,158.000000","1,028,248","1,185,284,925.071500"
22-May-2019,"1,155.850000",+1.410000,+0.122137%,"1,151.250000","1,151.000000","1,163.780000","941,279","1,089,697,655.636300"
23-May-2019,"1,145.340000",-10.510000,-0.909288%,"1,146.070000","1,133.160000","1,150.050000","1,260,657","1,440,157,582.815700"
24-May-2019,"1,138.610000",-6.730000,-0.587598%,"1,152.000000","1,136.710000","1,154.360000","927,651","1,061,635,507.192200"
28-May-2019,"1,139.560000",+0.950000,+0.083435%,"1,141.480000","1,138.670000","1,156.490000","1,047,554","1,199,660,593.289900"
29-May-2019,"1,119.940000",-19.620000,-1.721717%,"1,132.700000","1,111.950000","1,135.000000","1,811,510","2,029,254,259.690200"
30-May-2019,"1,121.410000",+1.470000,+0.131257%,"1,120.150000","1,115.900000","1,126.795000","904,419","1,013,944,031.175100"
31-May-2019,"1,106.500000",-14.910000,-1.329576%,"1,105.640000","1,103.350000","1,113.402700","1,579,481","1,750,330,771.718400"
03-Jun-2019,"1,038.740000",-67.760000,-6.123814%,"1,066.930000","1,027.030000","1,067.000000","4,844,480","5,037,543,032.729600"
04-Jun-2019,"1,054.490000",+15.750000,+1.516260%,"1,044.490000","1,036.030000","1,058.437000","3,025,564","3,173,011,646.412200"
05-Jun-2019,"1,044.640000",-9.850000,-0.934101%,"1,055.000000","1,033.000000","1,056.810000","2,349,436","2,451,837,286.403400"
06-Jun-2019,"1,047.760000",+3.120000,+0.298667%,"1,046.210000","1,035.510000","1,050.000000","1,451,026","1,513,146,067.301100"
07-Jun-2019,"1,068.370000",+20.610000,+1.967054%,"1,054.280000","1,051.150000","1,073.430000","2,191,357","2,333,514,625.426800"
10-Jun-2019,"1,082.760000",+14.390000,+1.346912%,"1,077.000000","1,075.281700","1,094.840000","1,425,464","1,547,275,610.707700"
11-Jun-2019,"1,081.040000",-1.720000,-0.158853%,"1,096.990000","1,079.570000","1,104.005000","1,675,817","1,827,517,673.149900"
12-Jun-2019,"1,079.100000",-1.940000,-0.179457%,"1,079.950000","1,069.600000","1,082.520000","1,183,650","1,274,812,347.571900"
13-Jun-2019,"1,091.010000",+11.910000,+1.103698%,"1,084.710000","1,082.570000","1,096.590000","1,040,661","1,135,410,171.699500"
14-Jun-2019,"1,086.300000",-4.710000,-0.431710%,"1,089.740000","1,081.475200","1,094.760000","1,229,304","1,336,295,929.577800"
17-Jun-2019,"1,093.890000",+7.590000,+0.698702%,"1,089.100000","1,088.000000","1,101.280000","988,491","1,083,031,742.590600"
18-Jun-2019,"1,105.240000",+11.350000,+1.037581%,"1,111.500000","1,100.790000","1,118.780000","1,726,312","1,915,944,202.965600"
19-Jun-2019,"1,104.510000",-0.730000,-0.066049%,"1,107.240000","1,096.030000","1,109.430000","1,336,015","1,471,596,519.792300"
20-Jun-2019,"1,113.200000",+8.690000,+0.786774%,"1,121.700000","1,107.000000","1,122.720000","1,200,908","1,337,083,798.050200"
21-Jun-2019,"1,125.370000",+12.170000,+1.093245%,"1,109.860000","1,109.720000","1,126.570000","2,538,872","2,845,974,556.470000"
24-Jun-2019,"1,116.700000",-8.670000,-0.770413%,"1,120.000000","1,113.310000","1,123.570000","1,211,893","1,354,728,619.124200"
25-Jun-2019,"1,087.580000",-29.120000,-2.607683%,"1,115.080000","1,084.599800","1,115.700000","1,582,217","1,730,669,485.234100"
26-Jun-2019,"1,080.320000",-7.260000,-0.667537%,"1,091.000000","1,073.687200","1,095.120000","1,734,873","1,877,251,910.578400"
27-Jun-2019,"1,076.630000",-3.690000,-0.341565%,"1,086.750000","1,075.850000","1,088.465000","1,203,914","1,301,365,112.698900"
28-Jun-2019,"1,082.800000",+6.170000,+0.573085%,"1,077.230000","1,073.800000","1,082.800000","1,683,568","1,816,840,154.526000"
01-Jul-2019,"1,100.000000",+17.200000,+1.588474%,"1,101.040000","1,095.330000","1,108.590000","1,464,449","1,611,400,979.069700"
02-Jul-2019,"1,112.600000",+12.600000,+1.145455%,"1,104.830000","1,099.670000","1,112.890000","1,031,919","1,142,692,191.839800"
03-Jul-2019,"1,122.990000",+10.390000,+0.933849%,"1,118.500000","1,114.850000","1,127.987300","1,007,718","1,131,327,660.512000"
05-Jul-2019,"1,132.665000",+9.675000,+0.861539%,"1,119.370000","1,117.500000","1,134.650000","1,489,678","1,680,458,308.894400"
08-Jul-2019,"1,116.790000",-15.875000,-1.401562%,"1,125.870000","1,111.760000","1,127.210000","1,494,371","1,668,574,251.821900"
09-Jul-2019,"1,124.290000",+7.500000,+0.671568%,"1,110.320000","1,107.150000","1,127.860000","1,473,622","1,652,465,031.898600"
10-Jul-2019,"1,140.910000",+16.620000,+1.478266%,"1,132.320000","1,130.660000","1,142.340000","1,535,546","1,746,879,057.646800"
11-Jul-2019,"1,144.080000",+3.170000,+0.277848%,"1,146.160000","1,139.530000","1,153.240000","1,300,529","1,490,530,603.320600"
12-Jul-2019,"1,145.340000",+1.260000,+0.110132%,"1,142.930000","1,138.560000","1,147.500000","1,093,933","1,251,986,538.426800"
15-Jul-2019,"1,150.510000",+5.170000,+0.451394%,"1,145.340000","1,140.000000","1,150.680000","1,058,431","1,214,361,340.963200"
16-Jul-2019,"1,153.460000",+2.950000,+0.256408%,"1,146.730000","1,146.730000","1,158.580000","1,267,641","1,461,892,012.239300"
17-Jul-2019,"1,146.740000",-6.720000,-0.582595%,"1,150.920000","1,146.620000","1,158.440000","976,894","1,123,334,855.449200"
18-Jul-2019,"1,147.240000",+0.500000,+0.043602%,"1,142.000000","1,132.855000","1,148.170000","1,273,769","1,455,247,564.299700"
19-Jul-2019,"1,131.550000",-15.690000,-1.367630%,"1,149.320000","1,131.250000","1,151.580000","1,159,153","1,321,516,796.230600"
22-Jul-2019,"1,139.210000",+7.660000,+0.676948%,"1,135.470000","1,125.210000","1,140.020000","1,446,757","1,640,783,542.445300"
23-Jul-2019,"1,148.050000",+8.840000,+0.775976%,"1,143.450000","1,132.850000","1,148.860000","1,032,438","1,179,343,491.253200"
