time,close,high,low,open,volumefrom,volumeto
1579478400,8634.03,8737.36,8521.52,8702.59,21888.47,189247381.47
1579564800,8724.84,8771.75,8479.9,8634.03,22731.19,196404470.17
1579651200,8667.26,8793.74,8582.43,8724.84,17278.13,149906743.85
1579737600,8394.28,8680.93,8290.98,8667.26,38348.08,323273085.37
1579824000,8431.78,8517.5,8225.83,8394.28,27811.03,233502998.73
1579910400,8345.88,8444.32,8263.42,8431.78,14296.82,119345600.29
1579996800,8602.37,8605.33,8302.57,8345.88,22444.54,189985702.21
1580083200,8898.94,8991.01,8572.37,8602.37,37524.75,329416202.64
1580169600,9391.97,9407.39,8892.58,8898.94,51850.54,471220882.55
1580256000,9286.18,9429.16,9234.27,9391.97,36978.22,345265419.21
1580342400,9501.38,9561.26,9181.72,9286.18,45852.79,430815723.66
1580428800,9342.23,9518.87,9208.36,9501.38,31334.26,292627757.98
1580515200,9384.45,9455.92,9296.57,9342.23,14778.25,138614091.6
1580601600,9334.25,9469.84,9169.21,9384.45,24059.37,225322638.39
1580688000,9288.96,9605.66,9230.83,9334.25,33363.87,312315107.48
1580774400,9171.98,9347.12,9089.52,9288.96,26614.92,244997961.95
1580860800,9611.42,9750.28,9162.98,9171.98,47150.99,448381299.88
1580947200,9755.84,9853.08,9533.37,9611.42,42264.62,410313693.85
1581033600,9808.36,9866.18,9714.16,9755.84,25549.21,249852208.28
1581120000,9898.25,9936.26,9665.26,9808.36,24889.03,244352034.45
1581206400,10157.78,10162.71,9880.67,9898.25,33829.57,340301629.71
1581292800,9858.03,10185.09,9761.16,10157.78,40941.28,406256357.82
1581379200,10269.43,10370.44,9716.32,9858.03,49240.73,495614708
1581465600,10347.93,10475.43,10250.55,10269.43,43484.9,449510878.91
1581552000,10233.32,10500.54,10081.02,10347.93,49389.81,507955951.95
