TestingSet,Predictions,Error,SquareError,AbsoluteError
0.002899175229435613,-0.014628616242661867,0.01752779147209748,0.0003072234738893331,0.01752779147209748
0.051408550705668084,0.004174734206894366,0.047233816498773715,0.002231033421039828,0.047233816498773715
-0.011060586924778626,0.011883495231460664,-0.02294408215623929,0.0005264309059922581,0.02294408215623929
0.00041184041766140217,-0.021140272697557562,0.021552113115218964,0.0004644935797311933,0.021552113115218964
-0.01975218850441518,0.013383509288031444,-0.03313569779244663,0.0010979744681923523,0.03313569779244663
0.028565978586576606,-0.0028990452441540124,0.03146502383073062,0.0009900477246684457,0.03146502383073062
-0.002042797298915211,0.005374862018666569,-0.00741765931758178,5.50216697517078e-05,0.00741765931758178
-0.002661890489098262,0.0035710059529518064,-0.006232896442050068,3.88489980573204e-05,0.006232896442050068
0.009031825651895531,-0.007822987501763044,0.016854813153658575,0.00028408472644474213,0.016854813153658575
0.03827073917680135,0.012437448425298252,0.025833290751503098,0.0006673589110516955,0.025833290751503098
0.010940230187803657,-0.0045645404319331895,0.015504770619736846,0.0002403979119706549,0.015504770619736846
-0.018891972867181472,-0.00243506227548132,-0.016456910591700152,0.0002708299062232127,0.016456910591700152
0.0003941663432982523,0.0022399267546259413,-0.001845760411327689,3.4068314960245598e-06,0.001845760411327689
-0.009801573445193057,-0.0006863802599017046,-0.009115193185291352,8.308674680518191e-05,0.009115193185291352
0.007779826658266486,0.009836894622144605,-0.0020570679638781198,4.231528608013673e-06,0.0020570679638781198
0.03830142086757515,-0.0031140573998050727,0.04141547826738023,0.001715241840115844,0.04141547826738023
-0.004236991889966291,-0.004760613877365823,0.0005236219873995321,2.7417998568823575e-07,0.0005236219873995321
-0.009491011710587749,0.008254028313419579,-0.017745040024007327,0.00031488644545362197,0.017745040024007327
0.003413711034420785,-0.009855791903698948,0.013269502938119734,0.00017607970822476824,0.013269502938119734
-0.002691532913916994,0.012131024274679936,-0.01482255718859693,0.0002197082016092265,0.01482255718859693
0.0019232624449365687,0.0007471517202516237,0.001176110724684945,1.3832364367189465e-06,0.001176110724684945
0.006845571145147389,-0.0048538926700477675,0.011699463815195156,0.0001368774535630608,0.011699463815195156
-0.004973944923925444,0.014600541411891068,-0.019574486335816512,0.0003831605153110673,0.019574486335816512
0.005832314075340683,-0.010933575568540958,0.01676588964388164,0.00028109505555081767,0.01676588964388164
-0.02705609744894133,0.007495960771775469,-0.0345520582207168,0.0011938447272878037,0.0345520582207168
0.038855225024750695,0.0027466585878344815,0.03610856643691621,0.001303828570129192,0.03610856643691621
-0.020416156337184962,-0.0025445405794323472,-0.017871615757752615,0.00031939464979275153,0.017871615757752615
0.015220848755859606,0.006456462636777067,0.008764386119082538,7.681446404436667e-05,0.008764386119082538
-0.004746543940918002,-0.003044131765086084,-0.001702412175831918,2.8982072164207653e-06,0.001702412175831918
0.003372364086222213,0.0045967756312688636,-0.0012244115450466505,1.4991836316435259e-06,0.0012244115450466505
0.04777580605925813,0.0005154180686342399,0.04726038799062389,0.002233544273024307,0.04726038799062389
-0.0192151230424713,6.289284995326938e-05,-0.01927801589242457,0.0003716418967485743,0.01927801589242457
0.005698021114637797,0.00817310832683335,-0.0024750872121955536,6.126056707973958e-06,0.0024750872121955536
-0.006896896160248467,-0.011044687004541594,0.004147790844293127,1.720416888800189e-05,0.004147790844293127
-0.03516876912526445,0.009682087388288541,-0.044850856513552986,0.0020115993299993184,0.044850856513552986
-0.0076275824942770845,-0.004000378947317196,-0.0036272035469598887,1.3156605571078397e-05,0.0036272035469598887
0.008439677984008577,0.007213109684236531,0.0012265682997720465,1.504469794005689e-06,0.0012265682997720465
-0.003252346467410128,0.009169173186571084,-0.012421519653981212,0.00015429415051424153,0.012421519653981212
0.016298381733118816,-0.009302902713945536,0.025601284447064353,0.0006554257653394991,0.025601284447064353
0.0,0.012233011902550106,-0.012233011902550106,0.00014964658020793256,0.012233011902550106
0.00849471258543577,-0.00394789754333945,0.012442610128775221,0.00015481854681669973,0.012442610128775221
0.015580394924245232,-0.0017955343663806442,0.017375929290625876,0.00030192291871283024,0.017375929290625876
0.030495555402379363,-0.006168046015581463,0.03666360141796082,0.001344219668935099,0.03666360141796082
-0.000357095035710131,-0.010753864006967838,0.010396768971257707,0.00010809280504170704,0.010396768971257707
0.005165438746205453,0.006152715253125163,-0.0009872765069197098,9.74714901115584e-07,0.0009872765069197098
0.013849903813940578,0.001586920256292276,0.012262983557648302,0.00015038076573515262,0.012262983557648302
0.005329850974553629,-0.0033330008195998247,0.008662851794153454,7.504500120746772e-05,0.008662851794153454
0.02559444611397588,0.009619306021436163,0.015975140092539718,0.00025520510097626993,0.015975140092539718
