Exchange Date,Close,Volume,Net,%Chg,Open,Low,High
23-Jan-2019,"1,282.0100",,-2.6300,-0.2047%,"1,284.9500","1,278.0000","1,286.5400"
22-Jan-2019,"1,284.6400",,+5.1100,+0.3994%,"1,279.3300","1,276.8500","1,285.4399"
21-Jan-2019,"1,279.5300",,-1.5800,-0.1233%,"1,281.0000","1,276.3100","1,283.5400"
18-Jan-2019,"1,281.1100",,-10.2900,-0.7968%,"1,291.8000","1,280.2500","1,292.4700"
17-Jan-2019,"1,291.4000",,-2.0399,-0.1577%,"1,293.4900","1,288.4600","1,295.3400"
16-Jan-2019,"1,293.4399",,+4.1999,+0.3258%,"1,289.0400","1,287.5000","1,294.9399"
15-Jan-2019,"1,289.2400",,-2.4499,-0.1897%,"1,291.6899","1,286.3000","1,294.6300"
14-Jan-2019,"1,291.6899",,+4.1899,+0.3254%,"1,287.1100","1,287.1100","1,295.8500"
11-Jan-2019,"1,287.5000",,+1.1801,+0.0917%,"1,286.2200","1,285.7500","1,295.1500"
10-Jan-2019,"1,286.3199",,-6.7301,-0.5205%,"1,293.0500","1,285.7500","1,297.0800"
09-Jan-2019,"1,293.0500",,+8.2000,+0.6382%,"1,285.2800","1,279.5500","1,293.8700"
08-Jan-2019,"1,284.8500",,-3.7800,-0.2933%,"1,288.6300","1,278.7000","1,290.1899"
07-Jan-2019,"1,288.6300",,+3.8000,+0.2958%,"1,285.7400","1,282.2500","1,295.1000"
04-Jan-2019,"1,284.8300",,-8.7800,-0.6787%,"1,293.9700","1,276.4000","1,298.4200"
03-Jan-2019,"1,293.6100",,+8.8700,+0.6904%,"1,284.7400","1,283.7700","1,294.8800"
02-Jan-2019,"1,284.7400",,,,"1,281.5900","1,278.3000","1,288.6600"
