TestingSet,Predictions,Error,SquareError,AbsoluteError
0.0022466268146850155,0.0018181833973326357,0.0004284434173523798,1.835637618725855e-07,0.0004284434173523798
-0.007990034839987281,-0.00034184569720399887,-0.007648189142783282,5.849479716378808e-05,0.007648189142783282
0.005689695481396306,0.0019769289153635664,0.00371276656603274,1.3784635573850543e-05,0.00371276656603274
0.0015229740515882995,-0.0006439190765777708,0.0021668931281660702,4.695425828893337e-06,0.0021668931281660702
-0.001301428400529936,0.0020212579762948152,-0.003322686376824751,1.1040244758736791e-05,0.003322686376824751
-0.003665163234762403,-0.00047412755480357675,-0.0031910356799588263,1.0182708710770288e-05,0.0031910356799588263
0.0022880995210901034,0.001960759604692941,0.0003273399163971624,1.0715142086690129e-07,0.0003273399163971624
0.002819266844699797,-0.0005578135644689179,0.0033770804091687147,1.1404672089991133e-05,0.0033770804091687147
0.007612470403103977,0.0018717411152206617,0.005740729287883315,3.2955972756761276e-05,0.005740729287883315
0.0007181854157964906,-0.000552528460232812,0.0012707138760293026,1.614713754733414e-06,0.0012707138760293026
-0.007931968673148937,0.001999346316972563,-0.0099313149901215,9.863101743301202e-05,0.0099313149901215
-0.003386018393126023,-0.0002704026628426396,-0.003115615730283383,9.707061378789259e-06,0.003115615730283383
0.0052303478721533745,0.0017337254224104432,0.0034966224497429313,1.2226368556046258e-05,0.0034966224497429313
0.011940202221082608,-0.0004203392545471798,0.012360541475629788,0.00015278298557076423,0.012360541475629788
0.000257705562910715,0.0015520293484227437,-0.0012943237855120287,1.675274061742188e-06,0.0012943237855120287
-0.0028538586116422238,9.24573938860954e-06,-0.0028631043510308333,8.197366524891688e-06,0.0028631043510308333
-0.01686288158637872,0.0015555568910234673,-0.018418438477402186,0.00033923887594584934,0.018418438477402186
0.004277965821797736,0.000352445911061542,0.003925519910736194,1.5409706569586295e-05,0.003925519910736194
-0.015239509260600137,0.0008578901137185615,-0.0160973993743187,0.00025912626661631603,0.0160973993743187
-0.0064348571550079114,0.0010064161654526269,-0.007441273320460538,5.5372548629797806e-05,0.007441273320460538
-0.001891864400177745,0.00048593483490162043,-0.0023777992350793656,5.653929202344016e-06,0.0023777992350793656
0.0008888293136886105,0.0007279285470938252,0.00016090076659478533,2.5889056690789586e-08,0.00016090076659478533
0.004103256154044388,0.00039369229789273355,0.0037095638561516543,1.3760864002866731e-05,0.0037095638561516543
0.005463485340012397,0.0006224928056034139,0.004840992534408983,2.343520871820351e-05,0.004840992534408983
-0.0026092681379958904,0.000407464853675466,-0.0030167329916713564,9.100677943038412e-06,0.0030167329916713564
0.00247519613024938,0.0008719186025938131,0.001603277527655567,2.5704988306853475e-06,0.001603277527655567
0.0010387919633805254,0.00026155974000030536,0.00077723222338022,6.040899290605603e-07,0.00077723222338022
-0.0007678110099975656,0.0008954688783541458,-0.0016632798883517113,2.7664999869952813e-06,0.0016632798883517113
-0.004770490197635979,0.0003487093650651003,-0.00511919956270108,2.6206204162758927e-05,0.00511919956270108
-0.0014421485725097938,0.0009565795879653846,-0.0023987281604751784,5.753896787856634e-06,0.0023987281604751784
-0.00491355926790149,0.0002511116508332437,-0.005164670918734734,2.667382569882428e-05,0.005164670918734734
0.004338854472455189,0.00098803408358558,0.0033508203888696093,1.122799727846428e-05,0.0033508203888696093
-0.004767712130256285,2.623670398696834e-06,-0.004770335800654982,2.275610365101061e-05,0.004770335800654982
0.0026382221758209927,0.0012192293842469082,0.0014189927915740845,2.0135405425392133e-06,0.0014189927915740845
0.003975581210673873,-0.0001852261392762712,0.004160807349950144,1.7312317803399143e-05,0.004160807349950144
-0.001066214765559792,0.0011172633220145841,-0.002183478087574376,4.767576558917455e-06,0.002183478087574376
0.010138266393997064,5.8972815566402624e-05,0.01007929357843066,0.00010159215904019356,0.01007929357843066
-0.002128524752571081,0.0007835003737809831,-0.002912025126352064,8.479890336505755e-06,0.002912025126352064
0.0010190179696074608,0.00045106348379001307,0.0005679544858174478,3.225722979601615e-07,0.0005679544858174478
-0.010967876060817616,0.000681857988524271,-0.011649734049341887,0.00013571630342039571,0.011649734049341887
0.0016313431189916017,0.0006918952070705461,0.0009394479119210555,8.825623792128314e-07,0.0009394479119210555
0.001414973662607899,0.0003506897089163648,0.0010642839536915342,1.1327003340852838e-06,0.0010642839536915342
0.007343391139563059,0.0006895334894260329,0.006653857650137027,4.4273821628287035e-05,0.006653857650137027
-0.0036819693236580524,0.00026355444433583466,-0.003945523767993887,1.5567157803804676e-05,0.003945523767993887
0.004230115385562172,0.0009323357087423398,0.003297779676819832,1.0875350796845917e-05,0.003297779676819832
0.00029997697374906096,0.00010378071439943494,0.00019619625934962602,3.849297218278572e-08,0.00019619625934962602
0.00013461141711434976,0.0010028729665281489,-0.0008682615494137991,7.538781181904511e-07,0.0008682615494137991
-0.0006869992411520088,0.0001474484465871387,-0.0008344476877391475,6.963029435732098e-07,0.0008344476877391475
0.002613877561813638,0.0009760260740561417,0.0016378514877574961,2.6825574959494435e-06,0.0016378514877574961
-0.0007423072039038914,0.00010877022495252319,-0.0008510774288564146,7.243327899088454e-07,0.0008510774288564146
0.004940784438986157,0.0010208637558838665,0.00391992068310229,1.5365778161813126e-05,0.00391992068310229
0.009074886009848626,2.0647051237587897e-05,0.009054238958611039,8.19792431196299e-05,0.009054238958611039
-0.00014012097133431212,0.000924023876360972,-0.0010641448476952841,1.1324042568764194e-06,0.0010641448476952841
0.008437479112708424,0.00031996450366982075,0.008117514609038604,6.589404342795515e-05,0.008117514609038604
-0.0005832450390785838,0.0007295432451392709,-0.0013127882842178546,1.7234130791796586e-06,0.0013127882842178546
0.0031110507628646644,0.0005689841738312092,0.002542066589033455,6.462102543080186e-06,0.002542066589033455
0.00124466851791194,0.0006419540154931065,0.0006027145024188336,3.6326477142598217e-07,0.0006027145024188336
-7.910610109895799e-05,0.0006271204009864547,-0.0007062265020854126,4.987558722477974e-07,0.0007062265020854126
0.007853632597583982,0.0006716318665669474,0.007182000731017034,5.1581134500329216e-05,0.007182000731017034
0.014643670637697781,0.0004743777934913705,0.01416929284420641,0.00020076885970487897,0.01416929284420641
0.009274810313205428,0.0005968224580324092,0.008677987855173019,7.530747321453042e-05,0.008677987855173019
0.005114437276183992,0.0006796729543095143,0.0044347643218744775,1.9667134590570795e-05,0.0044347643218744775
-0.01161670396122716,0.0007481279353130799,-0.01236483189654024,0.00015288906782969888,0.01236483189654024
-0.0022144304241837887,0.0010249952603484727,-0.0032394256845322614,1.049387876560731e-05,0.0032394256845322614
0.006270575314249349,0.0004976827197325732,0.005772892594516776,3.332628890782664e-05,0.005772892594516776
-0.008990940814913806,0.000812737605814292,-0.009803678420728098,9.611211057704977e-05,0.009803678420728098
-0.0012462772389998378,0.000823423520288814,-0.0020697007592886518,4.283661233000022e-06,0.0020697007592886518
0.006325755473788775,0.0006078791162872116,0.005717876357501563,3.2694110039675345e-05,0.005717876357501563
-0.002184415985848176,0.0006754524496650283,-0.0028598684355132043,8.178847468444743e-06,0.0028598684355132043
0.002370524681704289,0.0007937822722005631,0.001576742409503726,2.4861166259276153e-06,0.001576742409503726
0.0032431735747140427,0.0005813649468655723,0.00266180862784847,7.085225171288556e-06,0.00266180862784847
-0.0022763643162155844,0.0007817987510664304,-0.003058163067282015,9.352361346087742e-06,0.003058163067282015
0.0005711810446173969,0.0007022411111158823,-0.00013106006649848533,1.7176741030587398e-08,0.00013106006649848533
0.002822231819322951,0.0007090439828438868,0.0021131878364790643,4.465562832243069e-06,0.0021131878364790643
0.004685030223353871,0.0006643315762976559,0.004020698647056215,1.6166017610439675e-05,0.004020698647056215
0.007160529514051106,0.0006916446460314561,0.00646888486801965,4.184647143569361e-05,0.00646888486801965
-0.010033412102822048,0.0006539582803173818,-0.01068737038313943,0.00011421988570640584,0.01068737038313943
0.0069099605031572855,0.0010283333561337885,0.005881627147023497,3.459353789660376e-05,0.005881627147023497
-0.0017758315484899254,0.0002842414318124497,-0.0020600729803023753,4.243900684171911e-06,0.0020600729803023753
0.010048271578726896,0.0012139878815793322,0.008834283697147564,7.804456844168722e-05,0.008834283697147564
-0.008695877540280783,3.8924337840690396e-05,-0.008734801878121473,7.629676385003442e-05,0.008734801878121473
-0.01520978331740963,0.0017117246004416872,-0.016921507917851318,0.00028633743021390487,0.016921507917851318
0.002666741161516661,0.00022674622049390775,0.0024399949410227532,5.953575312216629e-06,0.0024399949410227532
0.006503521792891931,0.0010497340883007477,0.005453787704591183,2.9743800326749964e-05,0.005453787704591183
0.002133421102389121,0.0002058715485987522,0.0019275495537903688,3.71544728231745e-06,0.0019275495537903688
0.0012694611919101815,0.0011329432276806918,0.00013651796422948972,1.8637154557364236e-08,0.00013651796422948972
-0.0028541232121481737,0.0002752991818059628,-0.0031294223939541364,9.793284519781639e-06,0.0031294223939541364
-0.0013363993402633054,0.0011769047408273971,-0.002513304081090703,6.316697404027182e-06,0.002513304081090703
0.0068557126071437935,0.0002631487987027818,0.006592563808441011,4.346189756836625e-05,0.006592563808441011
